Exposure_dose_ug_per_ml,Surface_area_m2g,Formation_enthalpy_eV,Exposure_time_hr,Toxicity
90.0,74.65472191,-9.779,24.0,0
0.0,84.5475298,-11.59,24.0,0
10.0,84.5475298,-11.59,24.0,0
30.0,84.5475298,-11.59,24.0,0
50.0,84.5475298,-11.59,24.0,0
70.0,84.5475298,-11.59,24.0,0
90.0,84.5475298,-11.59,24.0,0
0.0,99.85354813,-11.59,24.0,0
2.0,99.85354813,-11.59,24.0,0
8.0,99.85354813,-11.59,24.0,0
31.0,99.85354813,-11.59,24.0,0
125.0,99.85354813,-11.59,24.0,0
500.0,99.85354813,-11.59,24.0,0
0.0,99.85354813,-11.59,24.0,0
2.0,99.85354813,-11.59,24.0,0
8.0,99.85354813,-11.59,24.0,0
31.0,99.85354813,-11.59,24.0,0
125.0,99.85354813,-11.59,24.0,0
500.0,99.85354813,-11.59,24.0,0
0.0,99.85354813,-11.59,24.0,0
2.0,99.85354813,-11.59,24.0,0
8.0,99.85354813,-11.59,24.0,0
31.0,99.85354813,-11.59,24.0,0
125.0,99.85354813,-11.59,24.0,0
500.0,99.85354813,-11.59,24.0,0
0.0,99.85354813,-11.59,24.0,0
2.0,99.85354813,-11.59,24.0,0
8.0,99.85354813,-11.59,24.0,0
31.0,99.85354813,-11.59,24.0,0
125.0,99.85354813,-11.59,24.0,0
500.0,99.85354813,-11.59,24.0,0
0.0,99.85354813,-11.59,24.0,0
2.0,99.85354813,-11.59,24.0,0
8.0,99.85354813,-11.59,24.0,0
31.0,99.85354813,-11.59,24.0,0
125.0,99.85354813,-11.59,24.0,0
500.0,99.85354813,-11.59,24.0,0
0.0,99.85354813,-11.59,24.0,0
2.0,99.85354813,-11.59,24.0,0
8.0,99.85354813,-11.59,24.0,0
31.0,99.85354813,-11.59,24.0,0
125.0,99.85354813,-11.59,24.0,0
500.0,99.85354813,-11.59,24.0,0
0.0,99.85354813,-11.59,24.0,0
2.0,99.85354813,-11.59,24.0,0
8.0,99.85354813,-11.59,24.0,0
31.0,99.85354813,-11.59,24.0,0
125.0,99.85354813,-11.59,24.0,0
500.0,99.85354813,-11.59,24.0,0
0.0,99.85354813,-11.59,24.0,0
2.0,99.85354813,-11.59,24.0,0
8.0,99.85354813,-11.59,24.0,0
31.0,99.85354813,-11.59,24.0,0
125.0,99.85354813,-11.59,24.0,0
500.0,99.85354813,-11.59,24.0,0
0.0,99.85354813,-11.59,24.0,0
2.0,99.85354813,-11.59,24.0,0
8.0,99.85354813,-11.59,24.0,0
31.0,99.85354813,-11.59,24.0,0
125.0,99.85354813,-11.59,24.0,0
500.0,99.85354813,-11.59,24.0,0
0.0,21.39037433,-3.608,24.0,0
5.0,21.39037433,-3.608,24.0,0
10.0,21.39037433,-3.608,24.0,0
20.0,21.39037433,-3.608,24.0,0
30.0,21.39037433,-3.608,24.0,1
40.0,21.39037433,-3.608,24.0,1
50.0,21.39037433,-3.608,24.0,1
60.0,21.39037433,-3.608,24.0,1
70.0,21.39037433,-3.608,24.0,1
80.0,21.39037433,-3.608,24.0,1
90.0,21.39037433,-3.608,24.0,1
100.0,21.39037433,-3.608,24.0,1
0.0,102.5045273,-11.59,24.0,0
10.0,102.5045273,-11.59,24.0,0
20.0,102.5045273,-11.59,24.0,0
50.0,102.5045273,-11.59,24.0,0
100.0,102.5045273,-11.59,24.0,0
250.0,102.5045273,-11.59,24.0,0
0.0,102.5045273,-11.59,48.0,0
10.0,102.5045273,-11.59,48.0,0
20.0,102.5045273,-11.59,48.0,0
50.0,102.5045273,-11.59,48.0,0
100.0,102.5045273,-11.59,48.0,0
250.0,102.5045273,-11.59,48.0,0
0.0,102.5045273,-11.59,72.0,0
10.0,102.5045273,-11.59,72.0,0
20.0,102.5045273,-11.59,72.0,0
50.0,102.5045273,-11.59,72.0,0
100.0,102.5045273,-11.59,72.0,0
250.0,102.5045273,-11.59,72.0,0
0.0,102.5045273,-11.59,24.0,0
10.0,102.5045273,-11.59,24.0,0
20.0,102.5045273,-11.59,24.0,0
50.0,102.5045273,-11.59,24.0,0
100.0,102.5045273,-11.59,24.0,0
250.0,102.5045273,-11.59,24.0,0
0.0,102.5045273,-11.59,48.0,0
10.0,102.5045273,-11.59,48.0,0
20.0,102.5045273,-11.59,48.0,0
50.0,102.5045273,-11.59,48.0,0
100.0,102.5045273,-11.59,48.0,0
250.0,102.5045273,-11.59,48.0,0
0.0,102.5045273,-11.59,72.0,0
10.0,102.5045273,-11.59,72.0,0
20.0,102.5045273,-11.59,72.0,0
50.0,102.5045273,-11.59,72.0,0
100.0,102.5045273,-11.59,72.0,0
250.0,102.5045273,-11.59,72.0,0
0.0,49.25137904,-9.779,24.0,0
6.25,49.25137904,-9.779,24.0,0
12.5,49.25137904,-9.779,24.0,0
25.0,49.25137904,-9.779,24.0,0
50.0,49.25137904,-9.779,24.0,0
0.0,12.50828674,-9.779,24.0,0
6.25,12.50828674,-9.779,24.0,0
12.5,12.50828674,-9.779,24.0,0
25.0,12.50828674,-9.779,24.0,0
50.0,12.50828674,-9.779,24.0,0
0.0,23.40303537,-3.608,24.0,0
6.25,23.40303537,-3.608,24.0,0
12.5,23.40303537,-3.608,24.0,0
25.0,23.40303537,-3.608,24.0,0
50.0,23.40303537,-3.608,24.0,1
0.0,18.94166598,-1.609,24.0,0
6.25,18.94166598,-1.609,24.0,1
12.5,18.94166598,-1.609,24.0,1
25.0,18.94166598,-1.609,24.0,1
50.0,18.94166598,-1.609,24.0,1
0.0,17.57618544,-1.609,24.0,0
33.3,17.57618544,-1.609,24.0,0
35.5,17.57618544,-1.609,24.0,0
37.7,17.57618544,-1.609,24.0,0
39.9,17.57618544,-1.609,24.0,0
42.1,17.57618544,-1.609,24.0,0
0.0,68.70459771,-1.609,24.0,0
3.125,68.70459771,-1.609,24.0,0
6.25,68.70459771,-1.609,24.0,0
12.5,68.70459771,-1.609,24.0,0
25.0,68.70459771,-1.609,24.0,0
50.0,68.70459771,-1.609,24.0,1
75.0,68.70459771,-1.609,24.0,1
100.0,68.70459771,-1.609,24.0,1
0.0,68.70459771,-1.609,72.0,0
3.125,68.70459771,-1.609,72.0,0
6.25,68.70459771,-1.609,72.0,0
12.5,68.70459771,-1.609,72.0,0
25.0,68.70459771,-1.609,72.0,1
50.0,68.70459771,-1.609,72.0,1
75.0,68.70459771,-1.609,72.0,1
100.0,68.70459771,-1.609,72.0,1
0.0,68.70459771,-1.609,24.0,0
3.125,68.70459771,-1.609,24.0,0
6.25,68.70459771,-1.609,24.0,0
12.5,68.70459771,-1.609,24.0,0
25.0,68.70459771,-1.609,24.0,0
50.0,68.70459771,-1.609,24.0,0
75.0,68.70459771,-1.609,24.0,0
100.0,68.70459771,-1.609,24.0,1
0.0,68.70459771,-1.609,72.0,0
3.125,68.70459771,-1.609,72.0,0
6.25,68.70459771,-1.609,72.0,0
12.5,68.70459771,-1.609,72.0,0
25.0,68.70459771,-1.609,72.0,0
50.0,68.70459771,-1.609,72.0,1
75.0,68.70459771,-1.609,72.0,1
100.0,68.70459771,-1.609,72.0,1
0.0,68.70459771,-1.609,48.0,0
3.125,68.70459771,-1.609,48.0,0
6.25,68.70459771,-1.609,48.0,0
12.5,68.70459771,-1.609,48.0,0
25.0,68.70459771,-1.609,48.0,0
50.0,68.70459771,-1.609,48.0,0
75.0,68.70459771,-1.609,48.0,0
100.0,68.70459771,-1.609,48.0,1
0.0,68.70459771,-1.609,48.0,0
3.125,68.70459771,-1.609,48.0,0
6.25,68.70459771,-1.609,48.0,0
12.5,68.70459771,-1.609,48.0,0
25.0,68.70459771,-1.609,48.0,0
50.0,68.70459771,-1.609,48.0,1
75.0,68.70459771,-1.609,48.0,1
100.0,68.70459771,-1.609,48.0,1
0.0,68.70459771,-1.609,48.0,0
3.125,68.70459771,-1.609,48.0,0
6.25,68.70459771,-1.609,48.0,0
12.5,68.70459771,-1.609,48.0,0
25.0,68.70459771,-1.609,48.0,1
50.0,68.70459771,-1.609,48.0,1
75.0,68.70459771,-1.609,48.0,1
100.0,68.70459771,-1.609,48.0,1
51.4,59.80324732,-1.609,24.0,0
21.7,59.80324732,-1.609,24.0,0
32.2,137.8074829,-1.609,24.0,0
28.7,137.8074829,-1.609,24.0,0
119.5,103.3556122,-1.609,24.0,0
106.8,103.3556122,-1.609,24.0,0
239.1,78.58443242,-1.609,24.0,0
191.3,78.58443242,-1.609,24.0,0
3.125,23.93730341,-3.608,24.0,0
6.25,23.93730341,-3.608,24.0,0
12.5,23.93730341,-3.608,24.0,0
25.0,23.93730341,-3.608,24.0,1
50.0,23.93730341,-3.608,24.0,1
100.0,23.93730341,-3.608,24.0,1
200.0,23.93730341,-3.608,24.0,1
3.125,23.93730341,-3.608,48.0,0
6.25,23.93730341,-3.608,48.0,0
12.5,23.93730341,-3.608,48.0,0
25.0,23.93730341,-3.608,48.0,1
50.0,23.93730341,-3.608,48.0,1
100.0,23.93730341,-3.608,48.0,1
200.0,23.93730341,-3.608,48.0,1
3.125,51.61769868,-3.608,24.0,0
6.25,51.61769868,-3.608,24.0,0
12.5,51.61769868,-3.608,24.0,0
25.0,51.61769868,-3.608,24.0,1
50.0,51.61769868,-3.608,24.0,1
100.0,51.61769868,-3.608,24.0,1
200.0,51.61769868,-3.608,24.0,1
3.125,51.61769868,-3.608,48.0,0
6.25,51.61769868,-3.608,48.0,0
12.5,51.61769868,-3.608,48.0,0
25.0,51.61769868,-3.608,48.0,1
50.0,51.61769868,-3.608,48.0,1
100.0,51.61769868,-3.608,48.0,1
200.0,51.61769868,-3.608,48.0,1
7.5,115.8301158,-11.59,24.0,0
15.0,115.8301158,-11.59,24.0,0
30.0,115.8301158,-11.59,24.0,0
60.0,115.8301158,-11.59,24.0,0
120.0,115.8301158,-11.59,24.0,0
240.0,115.8301158,-11.59,24.0,0
480.0,115.8301158,-11.59,24.0,1
960.0,115.8301158,-11.59,24.0,1
7.5,115.8301158,-11.59,24.0,0
15.0,115.8301158,-11.59,24.0,0
30.0,115.8301158,-11.59,24.0,0
60.0,115.8301158,-11.59,24.0,0
120.0,115.8301158,-11.59,24.0,0
240.0,115.8301158,-11.59,24.0,0
480.0,115.8301158,-11.59,24.0,0
960.0,115.8301158,-11.59,24.0,1
5.0,30.55767762,-3.608,24.0,0
10.0,30.55767762,-3.608,24.0,0
20.0,30.55767762,-3.608,24.0,0
30.0,30.55767762,-3.608,24.0,0
40.0,30.55767762,-3.608,24.0,0
5.0,30.55767762,-3.608,24.0,0
10.0,30.55767762,-3.608,24.0,0
20.0,30.55767762,-3.608,24.0,0
30.0,30.55767762,-3.608,24.0,0
40.0,30.55767762,-3.608,24.0,0
10.0,46.1995126,-3.608,72.0,0
5.0,46.1995126,-3.608,72.0,0
30.0,78.0219866,-9.779,72.0,0
20.0,78.0219866,-9.779,72.0,0
15.0,78.0219866,-9.779,72.0,0
10.0,78.0219866,-9.779,72.0,0
9.76,19.89271197,-1.609,48.0,0
159.73,110.7290957,-9.779,48.0,0
20.0,21.39037433,-3.608,24.0,0
25.0,21.39037433,-3.608,24.0,1
30.0,21.39037433,-3.608,24.0,1
35.0,21.39037433,-3.608,24.0,1
40.0,21.39037433,-3.608,24.0,1
45.0,21.39037433,-3.608,24.0,1
50.0,21.39037433,-3.608,24.0,1
5.0,231.6602317,-11.59,24.0,0
5.0,115.8301158,-11.59,24.0,0
5.0,38.61003861,-11.59,24.0,0
5.0,231.6602317,-11.59,24.0,0
5.0,115.8301158,-11.59,24.0,0
5.0,38.61003861,-11.59,24.0,0
5.0,231.6602317,-11.59,24.0,0
5.0,115.8301158,-11.59,24.0,0
5.0,38.61003861,-11.59,24.0,0
5.0,231.6602317,-11.59,24.0,0
5.0,115.8301158,-11.59,24.0,0
5.0,38.61003861,-11.59,24.0,0
5.0,231.6602317,-11.59,24.0,0
5.0,115.8301158,-11.59,24.0,0
5.0,38.61003861,-11.59,24.0,0
5.0,231.6602317,-11.59,72.0,0
5.0,115.8301158,-11.59,72.0,0
5.0,38.61003861,-11.59,72.0,0
5.0,231.6602317,-11.59,72.0,0
5.0,115.8301158,-11.59,72.0,0
5.0,38.61003861,-11.59,72.0,0
5.0,231.6602317,-11.59,72.0,0
5.0,115.8301158,-11.59,72.0,0
5.0,38.61003861,-11.59,72.0,0
5.0,231.6602317,-11.59,72.0,0
5.0,115.8301158,-11.59,72.0,0
5.0,38.61003861,-11.59,72.0,0
5.0,231.6602317,-11.59,72.0,0
5.0,115.8301158,-11.59,72.0,0
5.0,38.61003861,-11.59,72.0,0
25.0,231.6602317,-11.59,24.0,0
25.0,115.8301158,-11.59,24.0,0
25.0,38.61003861,-11.59,24.0,0
25.0,231.6602317,-11.59,24.0,0
25.0,115.8301158,-11.59,24.0,0
25.0,38.61003861,-11.59,24.0,0
25.0,231.6602317,-11.59,24.0,0
25.0,115.8301158,-11.59,24.0,0
25.0,38.61003861,-11.59,24.0,0
25.0,231.6602317,-11.59,24.0,0
25.0,115.8301158,-11.59,24.0,0
25.0,38.61003861,-11.59,24.0,0
25.0,231.6602317,-11.59,24.0,0
25.0,115.8301158,-11.59,24.0,0
25.0,38.61003861,-11.59,24.0,0
25.0,231.6602317,-11.59,72.0,0
25.0,115.8301158,-11.59,72.0,0
25.0,38.61003861,-11.59,72.0,0
25.0,231.6602317,-11.59,72.0,0
25.0,115.8301158,-11.59,72.0,0
25.0,38.61003861,-11.59,72.0,0
25.0,231.6602317,-11.59,72.0,0
25.0,115.8301158,-11.59,72.0,0
25.0,38.61003861,-11.59,72.0,0
25.0,231.6602317,-11.59,72.0,0
25.0,115.8301158,-11.59,72.0,0
25.0,38.61003861,-11.59,72.0,0
25.0,231.6602317,-11.59,72.0,0
25.0,115.8301158,-11.59,72.0,0
25.0,38.61003861,-11.59,72.0,0
5.0,231.6602317,-11.59,24.0,0
5.0,115.8301158,-11.59,24.0,0
5.0,38.61003861,-11.59,24.0,0
5.0,231.6602317,-11.59,24.0,0
5.0,115.8301158,-11.59,24.0,0
5.0,38.61003861,-11.59,24.0,0
5.0,231.6602317,-11.59,24.0,0
5.0,115.8301158,-11.59,24.0,0
5.0,38.61003861,-11.59,24.0,0
5.0,231.6602317,-11.59,24.0,0
5.0,115.8301158,-11.59,24.0,0
5.0,38.61003861,-11.59,24.0,0
5.0,231.6602317,-11.59,24.0,0
5.0,115.8301158,-11.59,24.0,0
5.0,38.61003861,-11.59,24.0,0
5.0,231.6602317,-11.59,72.0,0
5.0,115.8301158,-11.59,72.0,0
5.0,38.61003861,-11.59,72.0,0
5.0,231.6602317,-11.59,72.0,0
5.0,115.8301158,-11.59,72.0,0
5.0,38.61003861,-11.59,72.0,0
5.0,231.6602317,-11.59,72.0,0
5.0,115.8301158,-11.59,72.0,0
5.0,38.61003861,-11.59,72.0,0
5.0,231.6602317,-11.59,72.0,0
5.0,115.8301158,-11.59,72.0,0
5.0,38.61003861,-11.59,72.0,0
5.0,231.6602317,-11.59,72.0,0
5.0,115.8301158,-11.59,72.0,0
5.0,38.61003861,-11.59,72.0,0
25.0,231.6602317,-11.59,24.0,0
25.0,115.8301158,-11.59,24.0,0
25.0,38.61003861,-11.59,24.0,0
25.0,231.6602317,-11.59,24.0,0
25.0,115.8301158,-11.59,24.0,0
25.0,38.61003861,-11.59,24.0,0
25.0,231.6602317,-11.59,24.0,0
25.0,115.8301158,-11.59,24.0,0
25.0,38.61003861,-11.59,24.0,0
25.0,231.6602317,-11.59,24.0,0
25.0,115.8301158,-11.59,24.0,0
25.0,38.61003861,-11.59,24.0,0
25.0,231.6602317,-11.59,24.0,0
25.0,115.8301158,-11.59,24.0,0
25.0,38.61003861,-11.59,24.0,0
25.0,231.6602317,-11.59,72.0,0
25.0,115.8301158,-11.59,72.0,0
25.0,38.61003861,-11.59,72.0,0
25.0,231.6602317,-11.59,72.0,0
25.0,115.8301158,-11.59,72.0,0
25.0,38.61003861,-11.59,72.0,0
25.0,231.6602317,-11.59,72.0,0
25.0,115.8301158,-11.59,72.0,0
25.0,38.61003861,-11.59,72.0,0
25.0,231.6602317,-11.59,72.0,0
25.0,115.8301158,-11.59,72.0,0
25.0,38.61003861,-11.59,72.0,0
25.0,231.6602317,-11.59,72.0,0
25.0,115.8301158,-11.59,72.0,0
25.0,38.61003861,-11.59,72.0,0
0.0,117.4747625,-11.59,24.0,0
100.0,117.4747625,-11.59,24.0,1
150.0,117.4747625,-11.59,24.0,1
200.0,117.4747625,-11.59,24.0,1
250.0,117.4747625,-11.59,24.0,1
0.0,53.32480137,-9.779,24.0,0
0.75,53.32480137,-9.779,24.0,0
1.0,53.32480137,-9.779,24.0,0
2.0,53.32480137,-9.779,24.0,0
5.0,53.32480137,-9.779,24.0,0
10.0,53.32480137,-9.779,24.0,0
50.0,53.32480137,-9.779,24.0,0
75.0,53.32480137,-9.779,24.0,1
0.0,53.32480137,-9.779,24.0,0
0.75,53.32480137,-9.779,24.0,0
1.0,53.32480137,-9.779,24.0,0
2.0,53.32480137,-9.779,24.0,0
5.0,53.32480137,-9.779,24.0,0
10.0,53.32480137,-9.779,24.0,0
50.0,53.32480137,-9.779,24.0,0
75.0,53.32480137,-9.779,24.0,0
5.0,29.0,-3.608,24.0,0
50.0,29.0,-3.608,24.0,0
100.0,29.0,-3.608,24.0,0
150.0,29.0,-3.608,24.0,0
300.0,29.0,-3.608,24.0,0
5.0,29.0,-3.608,48.0,0
50.0,29.0,-3.608,48.0,0
100.0,29.0,-3.608,48.0,0
150.0,29.0,-3.608,48.0,0
300.0,29.0,-3.608,48.0,0
5.0,29.0,-3.608,48.0,1
150.0,29.0,-3.608,48.0,1
1.0,75.2,-9.779,24.0,0
6.25,75.2,-9.779,24.0,0
12.5,75.2,-9.779,24.0,0
25.0,75.2,-9.779,24.0,0
50.0,75.2,-9.779,24.0,0
100.0,75.2,-9.779,24.0,0
200.0,75.2,-9.779,24.0,0
1.0,39.9,-9.779,24.0,0
6.25,39.9,-9.779,24.0,0
12.5,39.9,-9.779,24.0,0
25.0,39.9,-9.779,24.0,0
50.0,39.9,-9.779,24.0,0
100.0,39.9,-9.779,24.0,0
200.0,39.9,-9.779,24.0,1
1.0,60.1,-9.779,24.0,0
6.25,60.1,-9.779,24.0,0
12.5,60.1,-9.779,24.0,0
25.0,60.1,-9.779,24.0,0
50.0,60.1,-9.779,24.0,1
100.0,60.1,-9.779,24.0,1
200.0,60.1,-9.779,24.0,1
1.0,89.9,-9.779,24.0,0
6.25,89.9,-9.779,24.0,0
12.5,89.9,-9.779,24.0,0
25.0,89.9,-9.779,24.0,0
50.0,89.9,-9.779,24.0,0
100.0,89.9,-9.779,24.0,0
200.0,89.9,-9.779,24.0,1
1.0,45.6,-9.779,24.0,0
6.25,45.6,-9.779,24.0,0
12.5,45.6,-9.779,24.0,0
25.0,45.6,-9.779,24.0,0
50.0,45.6,-9.779,24.0,0
100.0,45.6,-9.779,24.0,0
200.0,45.6,-9.779,24.0,0
0.0,32.17,-3.608,2.0,0
5.0,32.17,-3.608,2.0,0
10.0,32.17,-3.608,2.0,0
20.0,32.17,-3.608,2.0,0
40.0,32.17,-3.608,2.0,0
60.0,32.17,-3.608,2.0,0
80.0,32.17,-3.608,2.0,0
100.0,32.17,-3.608,2.0,0
0.0,32.17,-3.608,6.0,0
5.0,32.17,-3.608,6.0,0
10.0,32.17,-3.608,6.0,0
20.0,32.17,-3.608,6.0,0
40.0,32.17,-3.608,6.0,0
60.0,32.17,-3.608,6.0,0
80.0,32.17,-3.608,6.0,0
100.0,32.17,-3.608,6.0,0
0.0,32.17,-3.608,12.0,0
5.0,32.17,-3.608,12.0,0
10.0,32.17,-3.608,12.0,0
20.0,32.17,-3.608,12.0,0
40.0,32.17,-3.608,12.0,0
60.0,32.17,-3.608,12.0,0
80.0,32.17,-3.608,12.0,0
100.0,32.17,-3.608,12.0,0
0.0,32.17,-3.608,24.0,0
5.0,32.17,-3.608,24.0,0
10.0,32.17,-3.608,24.0,0
20.0,32.17,-3.608,24.0,0
40.0,32.17,-3.608,24.0,1
60.0,32.17,-3.608,24.0,1
80.0,32.17,-3.608,24.0,1
100.0,32.17,-3.608,24.0,1
20.0,17.03,-3.608,2.0,0
40.0,17.03,-3.608,2.0,0
60.0,17.03,-3.608,2.0,0
80.0,17.03,-3.608,2.0,0
100.0,17.03,-3.608,2.0,0
0.0,17.03,-3.608,6.0,0
5.0,17.03,-3.608,6.0,0
10.0,17.03,-3.608,6.0,0
20.0,17.03,-3.608,6.0,0
40.0,17.03,-3.608,6.0,0
60.0,17.03,-3.608,6.0,0
80.0,17.03,-3.608,6.0,0
100.0,17.03,-3.608,6.0,0
0.0,17.03,-3.608,12.0,0
5.0,17.03,-3.608,12.0,0
10.0,17.03,-3.608,12.0,0
20.0,17.03,-3.608,12.0,0
40.0,17.03,-3.608,12.0,0
60.0,17.03,-3.608,12.0,1
80.0,17.03,-3.608,12.0,1
100.0,17.03,-3.608,12.0,1
0.0,17.03,-3.608,24.0,0
5.0,17.03,-3.608,24.0,0
10.0,17.03,-3.608,24.0,0
20.0,17.03,-3.608,24.0,1
40.0,17.03,-3.608,24.0,1
60.0,17.03,-3.608,24.0,1
80.0,17.03,-3.608,24.0,1
100.0,17.03,-3.608,24.0,1
0.0,14.9,-9.779,24.0,0
1.0,14.9,-9.779,24.0,0
5.0,14.9,-9.779,24.0,0
10.0,14.9,-9.779,24.0,0
20.0,14.9,-9.779,24.0,0
40.0,14.9,-9.779,24.0,0
20.0,14.9,-9.779,24.0,1
40.0,14.9,-9.779,24.0,1
0.0,13.7,-9.779,24.0,0
1.0,13.7,-9.779,24.0,0
5.0,13.7,-9.779,24.0,0
10.0,13.7,-9.779,24.0,0
20.0,13.7,-9.779,24.0,0
40.0,13.7,-9.779,24.0,0
6.25,4.503236701,-3.608,24.0,0
12.5,4.503236701,-3.608,24.0,0
25.0,4.503236701,-3.608,24.0,0
50.0,4.503236701,-3.608,24.0,1
100.0,4.503236701,-3.608,24.0,1
50.0,4.503236701,-3.608,24.0,0
100.0,4.503236701,-3.608,24.0,0
0.0,77.6,-1.609,24.0,0
12.5,77.6,-1.609,24.0,0
25.0,77.6,-1.609,24.0,0
50.0,77.6,-1.609,24.0,0
100.0,77.6,-1.609,24.0,0
0.0,77.6,-1.609,24.0,0
12.5,77.6,-1.609,24.0,0
25.0,77.6,-1.609,24.0,0
50.0,77.6,-1.609,24.0,1
100.0,77.6,-1.609,24.0,1
0.32,47.0,-1.609,24.0,0
1.6,47.0,-1.609,24.0,0
3.2,47.0,-1.609,24.0,0
16.1,47.0,-1.609,24.0,0
32.1,47.0,-1.609,24.0,1
0.0,73.14397172,-1.609,0.17,0
5.0,73.14397172,-1.609,0.17,0
15.0,73.14397172,-1.609,0.17,0
25.0,73.14397172,-1.609,0.17,0
0.0,73.14397172,-1.609,1.0,0
5.0,73.14397172,-1.609,1.0,0
15.0,73.14397172,-1.609,1.0,0
25.0,73.14397172,-1.609,1.0,0
0.0,73.14397172,-1.609,3.0,0
5.0,73.14397172,-1.609,3.0,0
15.0,73.14397172,-1.609,3.0,0
25.0,73.14397172,-1.609,3.0,0
0.0,73.14397172,-1.609,6.0,0
5.0,73.14397172,-1.609,6.0,0
15.0,73.14397172,-1.609,6.0,0
25.0,73.14397172,-1.609,6.0,0
0.0,73.14397172,-1.609,24.0,0
5.0,73.14397172,-1.609,24.0,0
15.0,73.14397172,-1.609,24.0,0
25.0,73.14397172,-1.609,24.0,0
0.0,73.14397172,-1.609,36.0,0
5.0,73.14397172,-1.609,36.0,0
15.0,73.14397172,-1.609,36.0,0
25.0,73.14397172,-1.609,36.0,0
10.0,89.1000891,-11.59,2.0,1
10.0,89.1000891,-11.59,4.0,1
10.0,89.1000891,-11.59,6.0,1
10.0,89.1000891,-11.59,8.0,1
10.0,89.1000891,-11.59,10.0,1
10.0,89.1000891,-11.59,12.0,1
10.0,89.1000891,-11.59,14.0,1
10.0,89.1000891,-11.59,16.0,1
10.0,89.1000891,-11.59,18.0,0
10.0,89.1000891,-11.59,20.0,0
10.0,89.1000891,-11.59,22.0,0
10.0,89.1000891,-11.59,24.0,0
3.3,89.1000891,-11.59,2.0,1
3.3,89.1000891,-11.59,4.0,1
3.3,89.1000891,-11.59,6.0,1
3.3,89.1000891,-11.59,8.0,1
3.3,89.1000891,-11.59,10.0,1
3.3,89.1000891,-11.59,12.0,1
3.3,89.1000891,-11.59,14.0,1
3.3,89.1000891,-11.59,16.0,1
3.3,89.1000891,-11.59,18.0,0
3.3,89.1000891,-11.59,20.0,0
3.3,89.1000891,-11.59,22.0,0
3.3,89.1000891,-11.59,24.0,0
1.1,89.1000891,-11.59,2.0,1
1.1,89.1000891,-11.59,4.0,1
1.1,89.1000891,-11.59,6.0,1
1.1,89.1000891,-11.59,8.0,1
1.1,89.1000891,-11.59,10.0,1
1.1,89.1000891,-11.59,12.0,1
1.1,89.1000891,-11.59,14.0,1
1.1,89.1000891,-11.59,16.0,1
1.1,89.1000891,-11.59,18.0,1
1.1,89.1000891,-11.59,20.0,0
1.1,89.1000891,-11.59,22.0,0
1.1,89.1000891,-11.59,24.0,0
0.37,89.1000891,-11.59,2.0,1
0.37,89.1000891,-11.59,4.0,1
0.37,89.1000891,-11.59,6.0,1
0.37,89.1000891,-11.59,8.0,1
0.37,89.1000891,-11.59,10.0,1
0.37,89.1000891,-11.59,12.0,1
0.37,89.1000891,-11.59,14.0,1
0.37,89.1000891,-11.59,16.0,1
0.37,89.1000891,-11.59,18.0,1
0.37,89.1000891,-11.59,20.0,1
0.37,89.1000891,-11.59,22.0,1
0.37,89.1000891,-11.59,24.0,1
0.1234,89.1000891,-11.59,2.0,1
0.1234,89.1000891,-11.59,4.0,1
0.1234,89.1000891,-11.59,6.0,1
0.1234,89.1000891,-11.59,8.0,1
0.1234,89.1000891,-11.59,10.0,1
0.1234,89.1000891,-11.59,12.0,1
0.1234,89.1000891,-11.59,14.0,1
0.1234,89.1000891,-11.59,16.0,1
0.1234,89.1000891,-11.59,18.0,1
0.1234,89.1000891,-11.59,20.0,1
0.1234,89.1000891,-11.59,22.0,1
0.1234,89.1000891,-11.59,24.0,1
0.0,23.25040688,-3.608,4.0,0
1.0,23.25040688,-3.608,4.0,0
2.5,23.25040688,-3.608,4.0,0
5.0,23.25040688,-3.608,4.0,0
10.0,23.25040688,-3.608,4.0,0
50.0,23.25040688,-3.608,4.0,0
0.0,23.25040688,-3.608,4.0,0
1.0,23.25040688,-3.608,4.0,0
2.5,23.25040688,-3.608,4.0,0
5.0,23.25040688,-3.608,4.0,0
10.0,23.25040688,-3.608,4.0,0
50.0,23.25040688,-3.608,4.0,0
0.0,14.85442662,-3.608,24.0,0
1.0,14.85442662,-3.608,24.0,0
5.0,14.85442662,-3.608,24.0,0
10.0,14.85442662,-3.608,24.0,0
20.0,14.85442662,-3.608,24.0,1
50.0,14.85442662,-3.608,24.0,1
0.0,4.512737201,-3.608,24.0,0
1.0,4.512737201,-3.608,24.0,0
5.0,4.512737201,-3.608,24.0,0
10.0,4.512737201,-3.608,24.0,0
20.0,4.512737201,-3.608,24.0,0
50.0,4.512737201,-3.608,24.0,1
0.0,13.48429754,-11.59,24.0,0
1.0,13.48429754,-11.59,24.0,0
5.0,13.48429754,-11.59,24.0,0
10.0,13.48429754,-11.59,24.0,0
10.0,14.62879434,-1.609,8.0,0
90.0,14.62879434,-1.609,8.0,1
0.0,28.36879433,-9.779,24.0,0
1.0,28.36879433,-9.779,24.0,0
10.0,28.36879433,-9.779,24.0,0
50.0,28.36879433,-9.779,24.0,0
100.0,28.36879433,-9.779,24.0,0
200.0,28.36879433,-9.779,24.0,0
0.0,77.51,-9.779,24.0,0
1.56,77.51,-9.779,24.0,0
3.13,77.51,-9.779,24.0,0
