Exposure_dose_ug_per_ml_log,Surface_area_m2g_log,Formation_enthalpy_eV,Exposure_time_hr,Hydro_size_nm_log,Toxicity
4.795790545596741,4.127134385045092,-9.779,24.0,7.243512974665482,0
0.0,4.02535169073515,-9.779,24.0,5.786897381366708,0
2.772588722239781,4.02535169073515,-9.779,24.0,5.786897381366708,0
3.4339872044851463,4.02535169073515,-9.779,24.0,5.786897381366708,0
4.110873864173311,4.02535169073515,-9.779,24.0,5.786897381366708,0
4.795790545596741,4.02535169073515,-9.779,24.0,5.786897381366708,1
0.6931471805599453,3.4531571205928664,-8.91,24.0,5.420534999272286,0
1.791759469228055,3.4531571205928664,-8.91,24.0,5.420534999272286,0
2.3978952727983707,3.4531571205928664,-8.91,24.0,5.420534999272286,0
3.258096538021482,3.4531571205928664,-8.91,24.0,5.420534999272286,0
4.330733340286331,3.4531571205928664,-8.91,24.0,5.420534999272286,0
4.61512051684126,3.4531571205928664,-8.91,24.0,5.420534999272286,0
5.5254529391317835,3.4531571205928664,-8.91,24.0,5.420534999272286,0
0.6931471805599453,3.4531571205928664,-8.91,48.0,5.420534999272286,0
1.791759469228055,3.4531571205928664,-8.91,48.0,5.420534999272286,0
2.3978952727983707,3.4531571205928664,-8.91,48.0,5.420534999272286,0
3.258096538021482,3.4531571205928664,-8.91,48.0,5.420534999272286,0
4.330733340286331,3.4531571205928664,-8.91,48.0,5.420534999272286,1
4.61512051684126,3.4531571205928664,-8.91,48.0,5.420534999272286,1
5.5254529391317835,3.4531571205928664,-8.91,48.0,5.420534999272286,1
0.6931471805599453,3.4531571205928664,-8.91,72.0,5.420534999272286,0
1.791759469228055,3.4531571205928664,-8.91,72.0,5.420534999272286,0
2.3978952727983707,3.4531571205928664,-8.91,72.0,5.420534999272286,0
3.258096538021482,3.4531571205928664,-8.91,72.0,5.420534999272286,1
4.330733340286331,3.4531571205928664,-8.91,72.0,5.420534999272286,1
4.61512051684126,3.4531571205928664,-8.91,72.0,5.420534999272286,1
5.5254529391317835,3.4531571205928664,-8.91,72.0,5.420534999272286,1
0.6931471805599453,3.0252910757955354,-8.91,24.0,5.5134287461649825,0
1.791759469228055,3.0252910757955354,-8.91,24.0,5.5134287461649825,0
2.3978952727983707,3.0252910757955354,-8.91,24.0,5.5134287461649825,0
3.258096538021482,3.0252910757955354,-8.91,24.0,5.5134287461649825,0
4.330733340286331,3.0252910757955354,-8.91,24.0,5.5134287461649825,0
4.61512051684126,3.0252910757955354,-8.91,24.0,5.5134287461649825,0
5.5254529391317835,3.0252910757955354,-8.91,24.0,5.5134287461649825,0
0.6931471805599453,3.0252910757955354,-8.91,48.0,5.5134287461649825,0
1.791759469228055,3.0252910757955354,-8.91,48.0,5.5134287461649825,0
2.3978952727983707,3.0252910757955354,-8.91,48.0,5.5134287461649825,0
3.258096538021482,3.0252910757955354,-8.91,48.0,5.5134287461649825,0
4.330733340286331,3.0252910757955354,-8.91,48.0,5.5134287461649825,1
4.61512051684126,3.0252910757955354,-8.91,48.0,5.5134287461649825,1
5.5254529391317835,3.0252910757955354,-8.91,48.0,5.5134287461649825,1
0.6931471805599453,3.0252910757955354,-8.91,72.0,5.5134287461649825,0
1.791759469228055,3.0252910757955354,-8.91,72.0,5.5134287461649825,0
2.3978952727983707,3.0252910757955354,-8.91,72.0,5.5134287461649825,0
3.258096538021482,3.0252910757955354,-8.91,72.0,5.5134287461649825,1
4.330733340286331,3.0252910757955354,-8.91,72.0,5.5134287461649825,1
4.61512051684126,3.0252910757955354,-8.91,72.0,5.5134287461649825,1
5.5254529391317835,3.0252910757955354,-8.91,72.0,5.5134287461649825,1
0.6931471805599453,2.33214389523559,-8.91,24.0,6.90875477931522,0
1.791759469228055,2.33214389523559,-8.91,24.0,6.90875477931522,0
2.3978952727983707,2.33214389523559,-8.91,24.0,6.90875477931522,0
3.258096538021482,2.33214389523559,-8.91,24.0,6.90875477931522,0
4.330733340286331,2.33214389523559,-8.91,24.0,6.90875477931522,0
4.61512051684126,2.33214389523559,-8.91,24.0,6.90875477931522,0
5.5254529391317835,2.33214389523559,-8.91,24.0,6.90875477931522,0
0.6931471805599453,2.33214389523559,-8.91,48.0,6.90875477931522,0
1.791759469228055,2.33214389523559,-8.91,48.0,6.90875477931522,0
2.3978952727983707,2.33214389523559,-8.91,48.0,6.90875477931522,0
3.258096538021482,2.33214389523559,-8.91,48.0,6.90875477931522,1
4.330733340286331,2.33214389523559,-8.91,48.0,6.90875477931522,1
4.61512051684126,2.33214389523559,-8.91,48.0,6.90875477931522,1
5.5254529391317835,2.33214389523559,-8.91,48.0,6.90875477931522,1
0.6931471805599453,2.33214389523559,-8.91,72.0,6.90875477931522,0
1.791759469228055,2.33214389523559,-8.91,72.0,6.90875477931522,0
2.3978952727983707,2.33214389523559,-8.91,72.0,6.90875477931522,0
3.258096538021482,2.33214389523559,-8.91,72.0,6.90875477931522,1
4.330733340286331,2.33214389523559,-8.91,72.0,6.90875477931522,1
4.61512051684126,2.33214389523559,-8.91,72.0,6.90875477931522,1
5.5254529391317835,2.33214389523559,-8.91,72.0,6.90875477931522,1
0.6931471805599453,3.6109179126442243,-8.91,24.0,5.556828061699537,0
1.791759469228055,3.6109179126442243,-8.91,24.0,5.556828061699537,0
2.3978952727983707,3.6109179126442243,-8.91,24.0,5.556828061699537,0
3.258096538021482,3.6109179126442243,-8.91,24.0,5.556828061699537,0
4.330733340286331,3.6109179126442243,-8.91,24.0,5.556828061699537,0
4.61512051684126,3.6109179126442243,-8.91,24.0,5.556828061699537,0
5.5254529391317835,3.6109179126442243,-8.91,24.0,5.556828061699537,0
0.6931471805599453,3.6109179126442243,-8.91,48.0,5.556828061699537,0
1.791759469228055,3.6109179126442243,-8.91,48.0,5.556828061699537,0
2.3978952727983707,3.6109179126442243,-8.91,48.0,5.556828061699537,0
3.258096538021482,3.6109179126442243,-8.91,48.0,5.556828061699537,0
4.330733340286331,3.6109179126442243,-8.91,48.0,5.556828061699537,1
4.61512051684126,3.6109179126442243,-8.91,48.0,5.556828061699537,1
5.5254529391317835,3.6109179126442243,-8.91,48.0,5.556828061699537,1
0.6931471805599453,3.6109179126442243,-8.91,72.0,5.556828061699537,0
1.791759469228055,3.6109179126442243,-8.91,72.0,5.556828061699537,0
2.3978952727983707,3.6109179126442243,-8.91,72.0,5.556828061699537,0
3.258096538021482,3.6109179126442243,-8.91,72.0,5.556828061699537,0
4.330733340286331,3.6109179126442243,-8.91,72.0,5.556828061699537,1
4.61512051684126,3.6109179126442243,-8.91,72.0,5.556828061699537,1
5.5254529391317835,3.6109179126442243,-8.91,72.0,5.556828061699537,1
0.6931471805599453,3.713572066704308,-8.91,24.0,5.4680601411351315,0
1.791759469228055,3.713572066704308,-8.91,24.0,5.4680601411351315,0
2.3978952727983707,3.713572066704308,-8.91,24.0,5.4680601411351315,0
3.258096538021482,3.713572066704308,-8.91,24.0,5.4680601411351315,0
4.330733340286331,3.713572066704308,-8.91,24.0,5.4680601411351315,0
4.61512051684126,3.713572066704308,-8.91,24.0,5.4680601411351315,0
5.5254529391317835,3.713572066704308,-8.91,24.0,5.4680601411351315,0
0.6931471805599453,3.713572066704308,-8.91,48.0,5.4680601411351315,0
1.791759469228055,3.713572066704308,-8.91,48.0,5.4680601411351315,0
2.3978952727983707,3.713572066704308,-8.91,48.0,5.4680601411351315,0
3.258096538021482,3.713572066704308,-8.91,48.0,5.4680601411351315,1
4.330733340286331,3.713572066704308,-8.91,48.0,5.4680601411351315,1
4.61512051684126,3.713572066704308,-8.91,48.0,5.4680601411351315,1
5.5254529391317835,3.713572066704308,-8.91,48.0,5.4680601411351315,1
0.6931471805599453,3.713572066704308,-8.91,72.0,5.4680601411351315,0
1.791759469228055,3.713572066704308,-8.91,72.0,5.4680601411351315,0
2.3978952727983707,3.713572066704308,-8.91,72.0,5.4680601411351315,1
3.258096538021482,3.713572066704308,-8.91,72.0,5.4680601411351315,1
4.330733340286331,3.713572066704308,-8.91,72.0,5.4680601411351315,1
4.61512051684126,3.713572066704308,-8.91,72.0,5.4680601411351315,1
5.5254529391317835,3.713572066704308,-8.91,72.0,5.4680601411351315,1
0.6931471805599453,3.3978584803966405,-8.91,24.0,5.501258210544727,0
1.791759469228055,3.3978584803966405,-8.91,24.0,5.501258210544727,0
2.3978952727983707,3.3978584803966405,-8.91,24.0,5.501258210544727,0
3.258096538021482,3.3978584803966405,-8.91,24.0,5.501258210544727,0
4.330733340286331,3.3978584803966405,-8.91,24.0,5.501258210544727,0
4.61512051684126,3.3978584803966405,-8.91,24.0,5.501258210544727,0
5.5254529391317835,3.3978584803966405,-8.91,24.0,5.501258210544727,0
0.6931471805599453,3.3978584803966405,-8.91,48.0,5.501258210544727,0
1.791759469228055,3.3978584803966405,-8.91,48.0,5.501258210544727,0
2.3978952727983707,3.3978584803966405,-8.91,48.0,5.501258210544727,0
3.258096538021482,3.3978584803966405,-8.91,48.0,5.501258210544727,1
4.330733340286331,3.3978584803966405,-8.91,48.0,5.501258210544727,1
4.61512051684126,3.3978584803966405,-8.91,48.0,5.501258210544727,1
5.5254529391317835,3.3978584803966405,-8.91,48.0,5.501258210544727,1
0.6931471805599453,3.3978584803966405,-8.91,72.0,5.501258210544727,0
1.791759469228055,3.3978584803966405,-8.91,72.0,5.501258210544727,0
2.3978952727983707,3.3978584803966405,-8.91,72.0,5.501258210544727,0
3.258096538021482,3.3978584803966405,-8.91,72.0,5.501258210544727,1
4.330733340286331,3.3978584803966405,-8.91,72.0,5.501258210544727,1
4.61512051684126,3.3978584803966405,-8.91,72.0,5.501258210544727,1
5.5254529391317835,3.3978584803966405,-8.91,72.0,5.501258210544727,1
0.6931471805599453,3.414442608412176,-8.91,24.0,5.472270673671475,0
1.791759469228055,3.414442608412176,-8.91,24.0,5.472270673671475,0
2.3978952727983707,3.414442608412176,-8.91,24.0,5.472270673671475,0
3.258096538021482,3.414442608412176,-8.91,24.0,5.472270673671475,0
4.330733340286331,3.414442608412176,-8.91,24.0,5.472270673671475,0
4.61512051684126,3.414442608412176,-8.91,24.0,5.472270673671475,0
5.5254529391317835,3.414442608412176,-8.91,24.0,5.472270673671475,0
0.6931471805599453,3.414442608412176,-8.91,48.0,5.472270673671475,0
1.791759469228055,3.414442608412176,-8.91,48.0,5.472270673671475,0
2.3978952727983707,3.414442608412176,-8.91,48.0,5.472270673671475,0
3.258096538021482,3.414442608412176,-8.91,48.0,5.472270673671475,1
4.330733340286331,3.414442608412176,-8.91,48.0,5.472270673671475,1
4.61512051684126,3.414442608412176,-8.91,48.0,5.472270673671475,1
5.5254529391317835,3.414442608412176,-8.91,48.0,5.472270673671475,1
0.6931471805599453,3.414442608412176,-8.91,72.0,5.472270673671475,0
1.791759469228055,3.414442608412176,-8.91,72.0,5.472270673671475,0
2.3978952727983707,3.414442608412176,-8.91,72.0,5.472270673671475,0
3.258096538021482,3.414442608412176,-8.91,72.0,5.472270673671475,1
4.330733340286331,3.414442608412176,-8.91,72.0,5.472270673671475,1
4.61512051684126,3.414442608412176,-8.91,72.0,5.472270673671475,1
5.5254529391317835,3.414442608412176,-8.91,72.0,5.472270673671475,1
0.6931471805599453,3.456316680883235,-8.91,24.0,5.389071729816501,0
1.791759469228055,3.456316680883235,-8.91,24.0,5.389071729816501,0
2.3978952727983707,3.456316680883235,-8.91,24.0,5.389071729816501,0
3.258096538021482,3.456316680883235,-8.91,24.0,5.389071729816501,0
4.330733340286331,3.456316680883235,-8.91,24.0,5.389071729816501,0
4.61512051684126,3.456316680883235,-8.91,24.0,5.389071729816501,0
5.5254529391317835,3.456316680883235,-8.91,24.0,5.389071729816501,0
0.6931471805599453,3.456316680883235,-8.91,48.0,5.389071729816501,0
1.791759469228055,3.456316680883235,-8.91,48.0,5.389071729816501,0
2.3978952727983707,3.456316680883235,-8.91,48.0,5.389071729816501,0
3.258096538021482,3.456316680883235,-8.91,48.0,5.389071729816501,1
4.330733340286331,3.456316680883235,-8.91,48.0,5.389071729816501,1
4.61512051684126,3.456316680883235,-8.91,48.0,5.389071729816501,1
5.5254529391317835,3.456316680883235,-8.91,48.0,5.389071729816501,1
0.6931471805599453,3.456316680883235,-8.91,72.0,5.389071729816501,0
1.791759469228055,3.456316680883235,-8.91,72.0,5.389071729816501,0
2.3978952727983707,3.456316680883235,-8.91,72.0,5.389071729816501,0
3.258096538021482,3.456316680883235,-8.91,72.0,5.389071729816501,1
4.330733340286331,3.456316680883235,-8.91,72.0,5.389071729816501,1
4.61512051684126,3.456316680883235,-8.91,72.0,5.389071729816501,1
5.5254529391317835,3.456316680883235,-8.91,72.0,5.389071729816501,1
0.6931471805599453,3.4531571205928664,-8.91,24.0,5.420534999272286,0
1.791759469228055,3.4531571205928664,-8.91,24.0,5.420534999272286,0
2.3978952727983707,3.4531571205928664,-8.91,24.0,5.420534999272286,0
3.258096538021482,3.4531571205928664,-8.91,24.0,5.420534999272286,0
4.330733340286331,3.4531571205928664,-8.91,24.0,5.420534999272286,1
4.61512051684126,3.4531571205928664,-8.91,24.0,5.420534999272286,1
5.5254529391317835,3.4531571205928664,-8.91,24.0,5.420534999272286,1
0.6931471805599453,3.4531571205928664,-8.91,48.0,5.420534999272286,0
1.791759469228055,3.4531571205928664,-8.91,48.0,5.420534999272286,0
2.3978952727983707,3.4531571205928664,-8.91,48.0,5.420534999272286,0
3.258096538021482,3.4531571205928664,-8.91,48.0,5.420534999272286,1
4.330733340286331,3.4531571205928664,-8.91,48.0,5.420534999272286,1
4.61512051684126,3.4531571205928664,-8.91,48.0,5.420534999272286,1
5.5254529391317835,3.4531571205928664,-8.91,48.0,5.420534999272286,1
0.6931471805599453,3.4531571205928664,-8.91,72.0,5.420534999272286,0
1.791759469228055,3.4531571205928664,-8.91,72.0,5.420534999272286,0
2.3978952727983707,3.4531571205928664,-8.91,72.0,5.420534999272286,0
3.258096538021482,3.4531571205928664,-8.91,72.0,5.420534999272286,1
4.330733340286331,3.4531571205928664,-8.91,72.0,5.420534999272286,1
4.61512051684126,3.4531571205928664,-8.91,72.0,5.420534999272286,1
5.5254529391317835,3.4531571205928664,-8.91,72.0,5.420534999272286,1
0.6931471805599453,3.0252910757955354,-8.91,24.0,5.5134287461649825,0
1.791759469228055,3.0252910757955354,-8.91,24.0,5.5134287461649825,0
2.3978952727983707,3.0252910757955354,-8.91,24.0,5.5134287461649825,0
3.258096538021482,3.0252910757955354,-8.91,24.0,5.5134287461649825,0
4.330733340286331,3.0252910757955354,-8.91,24.0,5.5134287461649825,0
4.61512051684126,3.0252910757955354,-8.91,24.0,5.5134287461649825,0
5.5254529391317835,3.0252910757955354,-8.91,24.0,5.5134287461649825,0
0.6931471805599453,3.0252910757955354,-8.91,48.0,5.5134287461649825,0
1.791759469228055,3.0252910757955354,-8.91,48.0,5.5134287461649825,0
2.3978952727983707,3.0252910757955354,-8.91,48.0,5.5134287461649825,0
3.258096538021482,3.0252910757955354,-8.91,48.0,5.5134287461649825,1
4.330733340286331,3.0252910757955354,-8.91,48.0,5.5134287461649825,1
4.61512051684126,3.0252910757955354,-8.91,48.0,5.5134287461649825,1
5.5254529391317835,3.0252910757955354,-8.91,48.0,5.5134287461649825,1
0.6931471805599453,3.0252910757955354,-8.91,72.0,5.5134287461649825,0
1.791759469228055,3.0252910757955354,-8.91,72.0,5.5134287461649825,0
2.3978952727983707,3.0252910757955354,-8.91,72.0,5.5134287461649825,0
3.258096538021482,3.0252910757955354,-8.91,72.0,5.5134287461649825,1
4.330733340286331,3.0252910757955354,-8.91,72.0,5.5134287461649825,1
4.61512051684126,3.0252910757955354,-8.91,72.0,5.5134287461649825,1
5.5254529391317835,3.0252910757955354,-8.91,72.0,5.5134287461649825,1
0.6931471805599453,2.33214389523559,-8.91,24.0,6.90875477931522,0
1.791759469228055,2.33214389523559,-8.91,24.0,6.90875477931522,0
2.3978952727983707,2.33214389523559,-8.91,24.0,6.90875477931522,0
3.258096538021482,2.33214389523559,-8.91,24.0,6.90875477931522,0
4.330733340286331,2.33214389523559,-8.91,24.0,6.90875477931522,0
4.61512051684126,2.33214389523559,-8.91,24.0,6.90875477931522,0
5.5254529391317835,2.33214389523559,-8.91,24.0,6.90875477931522,0
0.6931471805599453,2.33214389523559,-8.91,48.0,6.90875477931522,0
1.791759469228055,2.33214389523559,-8.91,48.0,6.90875477931522,0
2.3978952727983707,2.33214389523559,-8.91,48.0,6.90875477931522,0
3.258096538021482,2.33214389523559,-8.91,48.0,6.90875477931522,0
4.330733340286331,2.33214389523559,-8.91,48.0,6.90875477931522,1
4.61512051684126,2.33214389523559,-8.91,48.0,6.90875477931522,1
5.5254529391317835,2.33214389523559,-8.91,48.0,6.90875477931522,1
0.6931471805599453,2.33214389523559,-8.91,72.0,6.90875477931522,0
1.791759469228055,2.33214389523559,-8.91,72.0,6.90875477931522,0
2.3978952727983707,2.33214389523559,-8.91,72.0,6.90875477931522,0
3.258096538021482,2.33214389523559,-8.91,72.0,6.90875477931522,0
4.330733340286331,2.33214389523559,-8.91,72.0,6.90875477931522,1
4.61512051684126,2.33214389523559,-8.91,72.0,6.90875477931522,1
5.5254529391317835,2.33214389523559,-8.91,72.0,6.90875477931522,1
0.6931471805599453,3.6109179126442243,-8.91,24.0,5.556828061699537,0
1.791759469228055,3.6109179126442243,-8.91,24.0,5.556828061699537,0
2.3978952727983707,3.6109179126442243,-8.91,24.0,5.556828061699537,0
3.258096538021482,3.6109179126442243,-8.91,24.0,5.556828061699537,0
4.330733340286331,3.6109179126442243,-8.91,24.0,5.556828061699537,0
4.61512051684126,3.6109179126442243,-8.91,24.0,5.556828061699537,0
5.5254529391317835,3.6109179126442243,-8.91,24.0,5.556828061699537,0
0.6931471805599453,3.6109179126442243,-8.91,48.0,5.556828061699537,0
1.791759469228055,3.6109179126442243,-8.91,48.0,5.556828061699537,0
2.3978952727983707,3.6109179126442243,-8.91,48.0,5.556828061699537,0
3.258096538021482,3.6109179126442243,-8.91,48.0,5.556828061699537,0
4.330733340286331,3.6109179126442243,-8.91,48.0,5.556828061699537,1
4.61512051684126,3.6109179126442243,-8.91,48.0,5.556828061699537,1
5.5254529391317835,3.6109179126442243,-8.91,48.0,5.556828061699537,1
0.6931471805599453,3.6109179126442243,-8.91,72.0,5.556828061699537,0
1.791759469228055,3.6109179126442243,-8.91,72.0,5.556828061699537,0
2.3978952727983707,3.6109179126442243,-8.91,72.0,5.556828061699537,0
3.258096538021482,3.6109179126442243,-8.91,72.0,5.556828061699537,0
4.330733340286331,3.6109179126442243,-8.91,72.0,5.556828061699537,1
4.61512051684126,3.6109179126442243,-8.91,72.0,5.556828061699537,1
5.5254529391317835,3.6109179126442243,-8.91,72.0,5.556828061699537,1
0.6931471805599453,3.713572066704308,-8.91,24.0,5.4680601411351315,0
1.791759469228055,3.713572066704308,-8.91,24.0,5.4680601411351315,0
2.3978952727983707,3.713572066704308,-8.91,24.0,5.4680601411351315,0
3.258096538021482,3.713572066704308,-8.91,24.0,5.4680601411351315,0
4.330733340286331,3.713572066704308,-8.91,24.0,5.4680601411351315,0
4.61512051684126,3.713572066704308,-8.91,24.0,5.4680601411351315,0
5.5254529391317835,3.713572066704308,-8.91,24.0,5.4680601411351315,0
0.6931471805599453,3.713572066704308,-8.91,48.0,5.4680601411351315,0
1.791759469228055,3.713572066704308,-8.91,48.0,5.4680601411351315,0
2.3978952727983707,3.713572066704308,-8.91,48.0,5.4680601411351315,0
3.258096538021482,3.713572066704308,-8.91,48.0,5.4680601411351315,1
4.330733340286331,3.713572066704308,-8.91,48.0,5.4680601411351315,1
4.61512051684126,3.713572066704308,-8.91,48.0,5.4680601411351315,1
5.5254529391317835,3.713572066704308,-8.91,48.0,5.4680601411351315,1
0.6931471805599453,3.713572066704308,-8.91,72.0,5.4680601411351315,0
1.791759469228055,3.713572066704308,-8.91,72.0,5.4680601411351315,0
2.3978952727983707,3.713572066704308,-8.91,72.0,5.4680601411351315,0
3.258096538021482,3.713572066704308,-8.91,72.0,5.4680601411351315,0
4.330733340286331,3.713572066704308,-8.91,72.0,5.4680601411351315,1
4.61512051684126,3.713572066704308,-8.91,72.0,5.4680601411351315,1
5.5254529391317835,3.713572066704308,-8.91,72.0,5.4680601411351315,1
0.6931471805599453,3.3978584803966405,-8.91,24.0,5.501258210544727,0
1.791759469228055,3.3978584803966405,-8.91,24.0,5.501258210544727,0
2.3978952727983707,3.3978584803966405,-8.91,24.0,5.501258210544727,0
3.258096538021482,3.3978584803966405,-8.91,24.0,5.501258210544727,0
4.330733340286331,3.3978584803966405,-8.91,24.0,5.501258210544727,0
4.61512051684126,3.3978584803966405,-8.91,24.0,5.501258210544727,0
5.5254529391317835,3.3978584803966405,-8.91,24.0,5.501258210544727,1
0.6931471805599453,3.3978584803966405,-8.91,48.0,5.501258210544727,0
1.791759469228055,3.3978584803966405,-8.91,48.0,5.501258210544727,0
2.3978952727983707,3.3978584803966405,-8.91,48.0,5.501258210544727,0
3.258096538021482,3.3978584803966405,-8.91,48.0,5.501258210544727,0
4.330733340286331,3.3978584803966405,-8.91,48.0,5.501258210544727,1
4.61512051684126,3.3978584803966405,-8.91,48.0,5.501258210544727,1
5.5254529391317835,3.3978584803966405,-8.91,48.0,5.501258210544727,1
0.6931471805599453,3.3978584803966405,-8.91,72.0,5.501258210544727,0
1.791759469228055,3.3978584803966405,-8.91,72.0,5.501258210544727,0
2.3978952727983707,3.3978584803966405,-8.91,72.0,5.501258210544727,0
3.258096538021482,3.3978584803966405,-8.91,72.0,5.501258210544727,1
4.330733340286331,3.3978584803966405,-8.91,72.0,5.501258210544727,1
4.61512051684126,3.3978584803966405,-8.91,72.0,5.501258210544727,1
5.5254529391317835,3.3978584803966405,-8.91,72.0,5.501258210544727,1
0.6931471805599453,3.414442608412176,-8.91,24.0,5.472270673671475,0
1.791759469228055,3.414442608412176,-8.91,24.0,5.472270673671475,0
2.3978952727983707,3.414442608412176,-8.91,24.0,5.472270673671475,0
3.258096538021482,3.414442608412176,-8.91,24.0,5.472270673671475,0
4.330733340286331,3.414442608412176,-8.91,24.0,5.472270673671475,0
4.61512051684126,3.414442608412176,-8.91,24.0,5.472270673671475,1
5.5254529391317835,3.414442608412176,-8.91,24.0,5.472270673671475,0
0.6931471805599453,3.414442608412176,-8.91,48.0,5.472270673671475,0
